t,x,y
     27.64000000,             NaN,             NaN
     27.65000000,             NaN,             NaN
     27.66000000,             NaN,             NaN
     27.67000000,             NaN,             NaN
     27.68000000,             NaN,             NaN
     27.69000000,             NaN,             NaN
     27.70000000,             NaN,             NaN
     27.71000000,             NaN,             NaN
     27.72000000,             NaN,             NaN
     27.73000000,             NaN,             NaN
     27.74000000,             NaN,             NaN
     27.75000000,             NaN,             NaN
     27.76000000,             NaN,             NaN
     27.77000000,             NaN,             NaN
     27.78000000,             NaN,             NaN
     27.79000000,             NaN,             NaN
     27.80000000,             NaN,             NaN
     27.81000000,             NaN,             NaN
     27.82000000,             NaN,             NaN
     27.83000000,             NaN,             NaN
     27.84000000,             NaN,             NaN
     27.85000000,             NaN,             NaN
     27.86000000,             NaN,             NaN
     27.87000000,             NaN,             NaN
     27.88000000,             NaN,             NaN
     27.89000000,             NaN,             NaN
     27.90000000,             NaN,             NaN
     27.91000000,             NaN,             NaN
     27.92000000,             NaN,             NaN
     27.93000000,             NaN,             NaN
     27.94000000,             NaN,             NaN
     27.95000000,             NaN,             NaN
     27.96000000,             NaN,             NaN
     27.97000000,             NaN,             NaN
     27.98000000,             NaN,             NaN
     27.99000000,             NaN,             NaN
     28.00000000,             NaN,             NaN
     28.01000000,             NaN,             NaN
     28.02000000,             NaN,             NaN
     28.03000000,             NaN,             NaN
     28.04000000,             NaN,             NaN
     28.05000000,             NaN,             NaN
     28.06000000,             NaN,             NaN
     28.07000000,             NaN,             NaN
     28.08000000,             NaN,             NaN
     28.09000000,             NaN,             NaN
     28.10000000,             NaN,             NaN
     28.11000000,             NaN,             NaN
     28.12000000,             NaN,             NaN
     28.13000000,             NaN,             NaN
     28.14000000,             NaN,             NaN
     28.15000000,             NaN,             NaN
     28.16000000,             NaN,             NaN
     28.17000000,             NaN,             NaN
     28.18000000,             NaN,             NaN
     28.19000000,             NaN,             NaN
     28.20000000,             NaN,             NaN
     28.21000000,             NaN,             NaN
     28.22000000,             NaN,             NaN
     28.23000000,             NaN,             NaN
